,ptr,ggo,ppy,mml,hsa br M 1,hsa br M 2,hsa br M 3,hsa br M 4,hsa br M 5,hsa br F 1,hsa cb M 1,hsa cb F 1,hsa ht M 2,hsa ht M 1,hsa ht F 1,hsa kd M 1,hsa kd M 2,hsa kd F 1,hsa lv M 1,hsa lv M 2,hsa ts M 1,hsa ts M 2,ptr br M 3,ptr br M 2,ptr br M 5,ptr br M 1,ptr br M 4,ptr br F 1,ptr cb M 1,ptr cb F 1,ptr ht M 1,ptr ht F 1,ptr kd M 1,ptr kd F 1,ptr lv M 1,ptr lv F 1,ptr ts M 1,ppa br M 1,ppa br F 1,ppa br F 2,ppa cb M 1,ppa cb F 1,ppa ht M 1,ppa ht F 1,ppa kd M 1,ppa kd F 1,ppa lv M 1,ppa lv F 1,ppa ts M 1,ggo br M 1,ggo br F 1,ggo cb M 1,ggo cb F 1,ggo ht M 1,ggo ht F 1,ggo kd M 1,ggo kd F 1,ggo lv M 1,ggo lv F 1,ggo ts M 1,ppy br M 1,ppy br F 1,ppy cb F 1,ppy ht M 1,ppy ht F 1,ppy kd M 1,ppy kd F 1,ppy lv M 1,ppy lv F 1,mml br M 2,mml br M 1,mml br F 1,mml cb M 1,mml cb F 1,mml ht M 1,mml ht F 1,mml kd M 1,mml kd F 1,mml lv M 1,mml lv F 1,mml ts M 1,mml ts M 2
ptr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdo kd F 1,,,,,0.3854715665845518,0.39266721208038907,0.46249298056205684,0.4206059749602865,0.4425717168225481,0.43261611625219676,0.46436994992337244,0.47964219853449314,0.5383438538378407,0.5201943132803971,0.5248438558468496,0.5951222774751346,0.5653799886603446,0.5304238864386241,0.43238402982694285,0.510668358644882,0.4495164655637722,0.3640167957998466,0.4836263321188656,0.4611675849731447,0.499677297155628,0.564034127436758,0.4893076035796585,0.4602111979277881,0.5153038831819241,0.4761459404119373,0.431861331171603,0.4353869093076136,0.5395956416320821,0.5560771849463294,0.527162995223149,0.5099874144423827,0.24029168085385683,0.4276193840134921,0.5445383267443712,0.49881428416250784,0.4535366382355012,0.44623123941123805,0.4706204528661096,0.4891359777300464,0.5566598777096243,0.5886577669099525,0.48170697089798936,0.5081658541695011,0.3272362080926953,0.5843724559387441,0.5419792932810539,0.5298699700565807,0.5186352147332154,0.5619570272420646,0.5635010893021308,0.5945327446190183,0.6005149102928145,0.5699398077935938,0.5486810019242885,0.2937302741738609,0.6021572481369117,0.6311547482773604,0.5557778790110737,0.5751158010698452,0.576777804976304,0.5867471802193075,0.6149607384478322,0.5819149942843508,0.5680606744868928,0.54925898186843,0.497457722857686,0.5594762548046007,0.5812712936544521,0.5352977067959904,0.6120917231063265,0.5929707985275768,0.5949486821556731,0.5795211670242394,0.5637750448778522,0.5906451139242765,0.28294994320133077,0.3221797012887482
mdo lv M 1,,,,,0.45563739471199954,0.43893841134771394,0.5097827510412589,0.4996652738717841,0.5009509921586379,0.496610956625201,0.4703523056548634,0.487641694323641,0.582411671690596,0.5070162999783228,0.5537365702567939,0.63830589062135,0.5828324780123065,0.5558225025246089,0.50559146206427,0.6116795462962797,0.45927926208143866,0.39498993638420143,0.5501945261519532,0.5562740050411393,0.553659529046451,0.6081176045122051,0.5078231318927366,0.5253726093520223,0.5258086945739101,0.47217741863899537,0.3955605876701869,0.473512310562801,0.4907119714514633,0.5674527121000702,0.5405408619195803,0.61057636685332,0.22985318041131866,0.4453980033421975,0.6248790409338791,0.5782170856463942,0.4600429642991948,0.46439622054993884,0.5304342556297212,0.4610224409917503,0.5603213760448273,0.5689221422341291,0.4930427972479069,0.5163082045456351,0.27222610244048007,0.5927358882713731,0.534567606449649,0.5002238587440504,0.5006368961282943,0.5730257788755843,0.5743874152233103,0.5678910382442066,0.5668147645614041,0.5551374026902767,0.5495650107747232,0.293638189401797,0.6088727975004375,0.6359808410406103,0.5051414110575573,0.5528717838578179,0.5505899787693224,0.5930466413796178,0.6262037911351223,0.5867167920652767,0.6360279004126537,0.5876960256743712,0.5140784447032315,0.5731636139484074,0.5803267304962573,0.46560876480613117,0.6338429524896634,0.5950839687431836,0.6117169624949573,0.5801362752328546,0.6198291340559675,0.6057283064618955,0.19564311854195346,0.2664509733521557
mdo lv F 1,,,,,0.41498057434771135,0.3907005193277677,0.48919783726222704,0.4394717489242578,0.4862098540466345,0.4817744514703124,0.46185820604756345,0.5040788174660168,0.5820384504128487,0.5404357345828688,0.5649969678928892,0.6133482742302873,0.5919082562282647,0.5738170908493478,0.572550498935657,0.6886421758081163,0.33497791822300205,0.25206815947213085,0.5504035384384477,0.558682559228194,0.5557681059006429,0.617582872306922,0.538643195286251,0.5730138573995334,0.5499042251751557,0.5230043365629794,0.45491094300329343,0.5784829998023395,0.5548458632227922,0.600304300799438,0.6038716812295519,0.6492708268342391,0.06407608226307432,0.44638013797277787,0.5918657518129036,0.5762591302565796,0.45873795929202177,0.4602053822717678,0.5182531218054749,0.5566334979686985,0.548775559385273,0.5810455423255805,0.5855121418311908,0.5483441807526489,0.14956737765618974,0.5956001925922453,0.5620620202414928,0.4995002552529949,0.5163134076717942,0.6402231532690579,0.6009447183952235,0.6153688561790485,0.5731644407456545,0.5696396218054687,0.6036366913505565,0.143952153734215,0.6003001305385496,0.6708898192161509,0.5792384505764654,0.6108702248016415,0.5769305591937947,0.6218246870066224,0.6396958278295389,0.6164127655126797,0.6596864663320133,0.5943667373524968,0.5373506220500851,0.5905144701300551,0.6577588927903173,0.538893801887183,0.6953390088959889,0.6581084974816611,0.6673561872235639,0.607483432813298,0.646122541840364,0.6675165200260811,0.05511293394816453,0.13752663793816572
mdo ts M 2,,,,,0.20220241153597254,0.23634036051659038,0.13068217443033822,0.07073682948825417,0.08744554790254716,0.20308575970924747,0.20632396465503677,0.16802237088491276,0.3765010985052938,0.29817462027814334,0.3697558301699584,0.24663177805620407,0.3822132027539262,0.37755788957968556,0.31441762967783754,0.2768349366037173,0.2958844904683355,0.37203223970187316,0.18657614100366993,0.16546657816253657,0.20093186789807493,0.21089603442513696,0.2692614313343201,0.2616061551916418,0.22101967915143508,0.24925931224541586,0.3686525522113775,0.23997764684747405,0.0973855622597928,0.24989196168601646,0.22265217757248437,0.22477244887830153,0.29543485553677923,0.2573452922683814,0.23776017119563742,0.1994619438213783,0.21179960669652104,0.2111684371544964,0.3262424742904619,0.1858810644701101,0.2287952958413721,0.23978335168647413,0.12292203559818433,0.31149908183586367,0.19668988855489428,0.19662981799985338,0.21544412351039618,0.20383685948272576,0.19565203570420678,0.17155500025606313,0.24401585003454956,0.23446806242173276,0.26073002644877136,0.42436947344516385,0.3538439028031794,0.37061010109572784,0.28602409815362484,0.3179789337495587,0.12461049077637561,0.2797931376724036,0.34114214294010037,0.29825844063559914,0.30767041115532084,0.33714713020362364,0.2534056964918165,0.21906086443464662,0.31568970399398527,0.30175367932001324,0.16435298062902942,0.3116199341555223,0.0979860000806648,0.33973872505645014,0.09302574957375404,0.2883904447344056,0.0742185284731994,0.2525046236000812,0.3630659363384531,0.31416413769408635
mdo ts M 1,,,,,0.18418425583551565,0.23666585786765035,0.0998025090682462,0.03873666177312968,0.04351644853914129,0.16974902604991624,0.2085514077829923,0.14950672046127036,0.33798214585097797,0.27781568451962046,0.3423870641250603,0.24980020318878676,0.37807977508711005,0.35567990419272283,0.2973399470448264,0.2349725867565054,0.2912380324810933,0.3604342747495865,0.14842097338155122,0.13006195087147485,0.17069010943635263,0.1784307569484612,0.2420552732420267,0.1806050178201324,0.18123065190046236,0.1865451433004648,0.3642375310168456,0.20731212817859543,0.09995795716314704,0.20075557930282378,0.16135036505907763,0.1432929844393529,0.30375853503163597,0.26907185360849856,0.21769565106311697,0.16657859521433116,0.21098682302725202,0.18577735825118452,0.31124056614713425,0.1828981241158657,0.22053290179041668,0.22601992171289936,0.09516080428797288,0.2545590636218753,0.19862708490295575,0.16369684924839945,0.1803476418209054,0.17419039550401388,0.17635195191063457,0.14334853498313846,0.2070093771653208,0.23720479038264897,0.2477114012831609,0.41058921158193995,0.3208022502668267,0.3757851987080711,0.2615504855330816,0.2900773702938298,0.13763999221382045,0.2487545909530401,0.3424136798340507,0.30668069752501953,0.30427128333994674,0.33176029228375414,0.2068039301820247,0.20729518010214268,0.2986824576289595,0.27848794686505246,0.1462338820836992,0.3116441125236774,0.07455270837816054,0.3038283273166038,0.09532054389644579,0.3031457652737747,0.019816994265000987,0.20602258615679742,0.3733679723264027,0.29984231642584913
oan br M 1,,,,,0.4072113400716108,0.43248523426497804,0.3902365078084678,0.31268628203254295,0.32923854964776406,0.44322977329199703,0.4134190551465264,0.32537495426134927,0.4202848231010235,0.45035816290255143,0.4156127055695874,0.3145159079421168,0.3883544927729769,0.42527494734564236,0.38749090323996077,0.37374136119334045,0.2670646167577433,0.228841732552852,0.41430826075614535,0.38765985484830534,0.4411731723979669,0.4086799686730662,0.5071355476102174,0.4848153323673973,0.4006426325675636,0.46426825030345054,0.41993305074291365,0.4610346201304874,0.3818357307152974,0.41247726924899686,0.4145941651375521,0.40306458158743175,0.2687830114516561,0.48819940793404315,0.3837933185432335,0.4116852482988207,0.4044420378006037,0.3662936636707024,0.35088239762192647,0.44606144851573126,0.36516486865488434,0.3721324518781018,0.39612356171493585,0.3745992710130666,0.24417560155639795,0.3612066300047274,0.4068429068943857,0.27960058079510786,0.3317107785007129,0.3092358033147467,0.3439373055158777,0.31245406764288647,0.3321419137909091,0.31544801593174077,0.32921838441151147,0.2663929151028509,0.3513987302491912,0.4154974523717607,0.29286279019801453,0.31689393348165745,0.3084445256108288,0.2553903454114945,0.22562230476797537,0.1478192828505887,0.2655974706534433,0.3513136369153062,0.3947024679138254,0.3970159606252906,0.37288480769994325,0.361013038630577,0.39763470783309374,0.4408855031521186,0.3702749149162753,0.39339637211498635,0.31678721779788066,0.46290997725112343,0.17896978466015817,0.21663783640273512
oan br F 1,,,,,0.4774534526753006,0.5013820690068088,0.3933816262171448,0.36433828966208776,0.3246582515571402,0.48892657848566545,0.4508132465051516,0.35921708028965826,0.45972669932427135,0.47409732411215916,0.46763580211617223,0.35720463583121953,0.4635552864205684,0.4800115231775296,0.4140863953319916,0.3693957476767131,0.25602247471077005,0.25503283360907514,0.4419870640091153,0.4079297068579535,0.47190610152334833,0.4173661307564324,0.5594323727546231,0.48191694562012505,0.4310472147492612,0.460323273780109,0.49901776776940154,0.5027926388242282,0.4497402375044237,0.4277472279457753,0.3822684359568278,0.3693793830691325,0.29271320859198435,0.5628874117823756,0.40037487412132394,0.4681480168924237,0.4572350867367874,0.4279107364894219,0.4136244358342211,0.5173791538188901,0.41185186842346566,0.41982852423099654,0.3972193027296474,0.3930838138940257,0.22211446565051793,0.3764227539276657,0.4501507370302573,0.3363947777231302,0.37134260238808314,0.33753255648108854,0.35125478758335044,0.39529795642903776,0.3861800019436198,0.33154686970752056,0.35208589956514885,0.3159983622379228,0.34837379888228004,0.4209128842077344,0.3386410605783879,0.3301836675843567,0.35587509985173116,0.2980109984561947,0.264465027573815,0.16227163093379382,0.22439892789889537,0.39455957546717013,0.45797542653057843,0.4493679612000408,0.4160981592339606,0.43466897522066744,0.4159518838452955,0.47944231697904544,0.43018102042318673,0.4549412903304716,0.2775598756694902,0.4562274418390477,0.21035778447828707,0.22708359612285875
oan cb M 1,,,,,0.4223891653492632,0.4323208819793669,0.3971742824596336,0.3429275628077915,0.35892025034089536,0.4424347534676009,0.44570365479674123,0.39008314472356403,0.4400386630419895,0.45552658442703875,0.43680604641919735,0.328054326928646,0.4067740019486406,0.42815522625772173,0.3695364245557566,0.34504355661914704,0.26977749591867234,0.24176007142847772,0.4278792486976739,0.4035185151479192,0.4654199876480751,0.42116041108656754,0.5291868807539623,0.48269674961606956,0.43332995844826494,0.4645828945880792,0.443269298539899,0.45233893750980264,0.4359397878179711,0.4367027678205364,0.41585815550670585,0.406673682130227,0.2535185718413024,0.5137043892456935,0.3931990769391661,0.44729990497205724,0.4194550723535266,0.38851200295933563,0.38133316324599836,0.4678890336550828,0.3882525567804128,0.4047426043443337,0.4032012022912503,0.40782531459529614,0.24341051497016628,0.3739971218417512,0.39440225929170514,0.2725521782591982,0.3177262254737105,0.31216759026984403,0.32391426102276283,0.31691917072156073,0.3540118707918334,0.3001799920945791,0.3107800383108143,0.2518858313814176,0.3459170933114548,0.42173597071550484,0.3143030339375261,0.328377723780563,0.31809999902393254,0.24761868339042034,0.2372784491841818,0.1382772227335536,0.2870760476953093,0.36474787443990764,0.4073639166471224,0.41251136974984615,0.3787520902668469,0.3868803200188544,0.41925189767665466,0.4494558502341623,0.39768173256848804,0.3977999111345954,0.311621636204792,0.46646200199871224,0.17176674060947233,0.20421178682623647
oan cb F 1,,,,,0.44516404442764,0.44911214549995027,0.4020098803779689,0.3657473006063803,0.35454314199586295,0.4739442094150162,0.43651504684877984,0.37685064792756934,0.43202091229429374,0.45178486034700305,0.4413122670955962,0.3087396278452738,0.41380043944316314,0.4368820693684552,0.43999588022992475,0.4130217450807752,0.14709156633734527,0.1249235132065404,0.42999929401746045,0.40574684791823656,0.46393763291637763,0.4222923705064086,0.5377481903512111,0.5149952270291093,0.4400565881006176,0.49203708844370975,0.46050858400735045,0.5255931584584481,0.5084761181442354,0.45919712436128934,0.4531689565596059,0.43096636137820055,0.10538259685010914,0.5216167457777452,0.38167757041083433,0.45894661765753186,0.4401623231448352,0.4140978242306666,0.39652943902625337,0.5383512398663696,0.40605191853877276,0.42123414717343793,0.5055098221865483,0.44132590154180945,0.10766497995990848,0.3724209167993253,0.4272626482914188,0.2965546937507654,0.34500452954792293,0.37479263490671433,0.3541569863639115,0.39664051947449863,0.36747305896768967,0.2907851036754487,0.3242196191062359,0.1408774353148485,0.3487684968698067,0.4309576233705386,0.3946059814679913,0.35360171023541864,0.30783636966626743,0.25061268368700973,0.23642931644643578,0.13440010489474027,0.27427253060341744,0.3861964090907428,0.44133484371753173,0.4479102342869724,0.4683064494985761,0.42076441048379676,0.4998710831335252,0.5001700248978111,0.4707985010124673,0.40730514609747814,0.34043182884252876,0.49267627968902067,0.011180112434918338,0.06476082841287302
oan ht M 1,,,,,0.3596622356531306,0.4200337451673826,0.2551743027324872,0.1339639583171027,0.18010658081303255,0.3781756018177725,0.35748639142039573,0.2827585744810105,0.4933478420031929,0.4805593955211384,0.48841984024050245,0.321417776327059,0.4513735492536958,0.4841858271041938,0.43146417641953694,0.38554350689727934,0.3310731621985573,0.36742893307765534,0.3945442983601929,0.3614017176926187,0.4341496482271477,0.3781416941035319,0.5095224035078273,0.3909264282097032,0.42435971619417107,0.41688335528408743,0.5691814316588254,0.5219157921276225,0.4173607396026253,0.3502821887335108,0.3777895221050876,0.35036527161141123,0.43149557831054647,0.5265968488167836,0.369316688670225,0.38383576509713135,0.44316745188217704,0.39079295268140674,0.5012431064508607,0.5585650329531854,0.4115119946864697,0.4226067171570102,0.3801868318849552,0.362168932476677,0.30634850428884414,0.3041812586131473,0.3996855035464921,0.2881398279535494,0.35253508631907865,0.4009808556423271,0.3769473280212993,0.45965548824294966,0.3643435276444563,0.460197650211727,0.3972459088837652,0.43183265547404076,0.3012641400268242,0.36119277432880975,0.3318789356130197,0.4112529933956649,0.5062051426691171,0.38880621200545634,0.3561086523293139,0.35849903130076954,0.3699678147837096,0.2962331501833486,0.37482976237922444,0.34250882451086206,0.2955907985011886,0.3474831660608533,0.397013969125019,0.4924587228161793,0.37165934993645616,0.4886976716511225,0.20028357025082663,0.4299516174911953,0.3504747927454105,0.33836364204703523
oan ht F 1,,,,,0.4182395058408462,0.4409407702956754,0.35132893435776064,0.25756019978592204,0.2995596705956093,0.4324524771069431,0.443533042667819,0.3881996470012402,0.5563846008005162,0.5727039527317552,0.5496667688460007,0.40122658815085466,0.49604051201602983,0.5160864783905568,0.46258467123001434,0.45024372921198724,0.38428553976731283,0.3811244973446075,0.502945582184645,0.47289083468776066,0.5354767951350428,0.47857211121548554,0.5763034347282564,0.4763468409401191,0.5302643666719606,0.5115785716647148,0.5888588290387875,0.5545499589703324,0.4735515775642053,0.4222578416117173,0.4686569947439957,0.4406662680755737,0.39502236241640964,0.5719814933657442,0.46802882361198606,0.49020066053641614,0.5332140889122549,0.5082972027957744,0.5513919513651673,0.6021827154971091,0.47981453921303113,0.519702830126716,0.4642911280357138,0.449746948817286,0.3208850905206916,0.41911659482365365,0.4687806691212698,0.4092440332959222,0.44196323320389647,0.47058710489160577,0.4557032112688471,0.4904691232700806,0.42614120822667734,0.5019934870104523,0.4574460647166455,0.41203294751055275,0.3995723946987597,0.4586746870334236,0.4296155509951858,0.46290246155462883,0.547554813931116,0.43091910503049546,0.4264682948353822,0.40647282327621725,0.436216223114004,0.3793211596204551,0.45105330073469785,0.4136574084860408,0.4101965268989417,0.4509721801435937,0.5059519496345873,0.5217265390361334,0.4561195829753971,0.5267072569083824,0.2739053001887892,0.48747049920837676,0.36218323482682885,0.362432513270353
oan kd M 1,,,,,0.38724769343516585,0.4344971784282316,0.3363139723960016,0.25001068457602654,0.280088156423742,0.4384925554130151,0.3832135278567426,0.29278866435297285,0.502571288617575,0.48484555351343617,0.47815292871751586,0.37752011774485056,0.492448418982027,0.5206350317861882,0.5132566118583709,0.4953068875335256,0.24998366899805505,0.25534244975083986,0.4578596238673307,0.4278555898359419,0.4872881517080967,0.450882716010497,0.5687804171536813,0.4786665225608646,0.41253600727439493,0.4572176211945572,0.4879239582964191,0.5347184678733994,0.4609360235315071,0.47900483135089206,0.4460828049110813,0.4524301205046617,0.23707327581268378,0.49870978011099454,0.40257847274069725,0.46564695217468594,0.37213956292895123,0.39100139476606627,0.4464962212157305,0.48443702320353277,0.4350634720875234,0.4445041387106664,0.46946504719055127,0.4691536960042201,0.13729552984920043,0.3805210345464721,0.4632386119934754,0.3451981858795033,0.37266573523886803,0.42737631271273596,0.3945476195651123,0.48471224800861,0.4223825378339428,0.4513940200302098,0.4493510582931092,0.2828185450747452,0.3800776182469158,0.44296923860310916,0.3477613895257083,0.4065113124218284,0.44167872631333094,0.42128306687918915,0.3622128754874694,0.3209662786136368,0.3742276712723008,0.391506621071283,0.436508711590448,0.41990007499145376,0.40003227260387764,0.4074746876246537,0.42935351434706426,0.5187254623431566,0.4090580838837688,0.47696637910892076,0.34734549385089747,0.47953630227658506,0.16220169295491169,0.19476248355322576
oan kd F 1,,,,,0.451302715544642,0.4621661894019958,0.4409590184583495,0.36196995868064386,0.3946308067384212,0.4958021549564913,0.44972277851237347,0.3947873840105621,0.531161557302734,0.5336066470108549,0.49450656581966196,0.406334557432253,0.4781221373696527,0.4990605988434223,0.4692580125608929,0.4832659145484459,0.33079026721830673,0.31106599390519984,0.5049131969305156,0.4706656693938794,0.5254938903899643,0.5033497154730604,0.5768337674374064,0.5251587689079592,0.45992175379342976,0.5072205104806904,0.46008080645868166,0.5157990533278016,0.4629753952430456,0.504828595745123,0.4819471001968639,0.49494299428175487,0.2766948421885634,0.5153914782989371,0.4560479998393996,0.5240329948569686,0.4289858161691937,0.44656529687956936,0.45836433618513683,0.5029952925224309,0.4668318860031225,0.48636412818149727,0.49058831410604176,0.4903124692537583,0.23968561288733134,0.4543848451687263,0.49731569792302993,0.3792119938612027,0.3982012886056458,0.43482586776706306,0.43879774233446295,0.4238601108077028,0.41477724383101283,0.39919009524844407,0.4196745219053772,0.29787353165827263,0.42244990409255107,0.4799805495506591,0.3481992274279609,0.43125020755066223,0.41865380123294493,0.36614776908088137,0.35032653334789743,0.3078805994612869,0.4205561868964472,0.4373339456233324,0.4745251084303139,0.47322517303093015,0.44420913195154305,0.4371291908003862,0.47365498481814483,0.5114359176395586,0.4353762003614503,0.45428050493258243,0.4209275145986991,0.5262207481127305,0.21672123596422752,0.28011976415160766
oan lv M 1,,,,,0.4247920330755176,0.45556313139417504,0.30745246256111053,0.2050836321666478,0.23629373658437827,0.4402529556317479,0.38491398899732193,0.28937556783141466,0.48930590279900404,0.48437038216346007,0.47134527330802883,0.3086892597590496,0.42747467163312824,0.46225548894914315,0.49164227448188647,0.4768531129405222,0.2683817582651241,0.29325869834369733,0.4081430330405585,0.38123815610242107,0.43586101693579354,0.3852761268707316,0.515195271723733,0.42749879511428784,0.4161737870662053,0.44196863355703075,0.5160310366872183,0.5743432652327582,0.4063757279063871,0.3618137651310079,0.3905728876200494,0.3928417188815014,0.2871103972601889,0.5095049396926479,0.37227407785068944,0.43110448494710085,0.4338471791582622,0.41810190243638184,0.5039365452061466,0.5617335473143226,0.37538093696644376,0.3905464232281125,0.4624678357337868,0.3696085689857152,0.17526705311117732,0.30938180146024613,0.39997651440116994,0.3182458180170916,0.3471720424133555,0.4075227064062849,0.3501173245089364,0.43258892259459203,0.2772664688867562,0.39031026587523254,0.3792661242759571,0.3248628076496028,0.28489435610064745,0.3343105796897059,0.34350940961031884,0.38168822814472375,0.4293518856397138,0.30365492669666116,0.27601795450479083,0.30679606441519924,0.33695429404364713,0.3407703432946782,0.4271943091661661,0.40749585630647117,0.4072047309256377,0.3917585938059599,0.4666856285335543,0.5099859355359766,0.4310473130058653,0.455848231259414,0.2578974043444097,0.4347696712280603,0.20604617332670042,0.24559777453402054
oan lv F 1,,,,,0.42362702125954693,0.4496351054717766,0.29624130433739904,0.23883423117018887,0.2377137273062277,0.4442323262645743,0.3745478379114128,0.2951736134556917,0.4967722241115015,0.47939309168821087,0.4972286168183877,0.313074930227754,0.46827314045910756,0.5000296795997698,0.5175923557772812,0.5130847122779094,0.1758439032929693,0.1880288614251018,0.45651370276151126,0.43490479155934475,0.4845860423256203,0.4151836028952851,0.5641616470086205,0.4727801144375211,0.4613897302025131,0.4846292425222293,0.5456449523707787,0.6047148054867858,0.4436039784903287,0.407680657678441,0.4223898525947031,0.43076765912164183,0.18187557080837619,0.5374095036185372,0.388989970979279,0.4592881232908677,0.4648677120022655,0.47268984411442955,0.4972993869873296,0.5787455415722798,0.4107598394092476,0.43752551826694897,0.4995886999043942,0.4182532370021502,0.07558763830057108,0.3500226170072835,0.45887876981208847,0.3983103382544608,0.40897973134707183,0.4484652828318307,0.39620764910941864,0.504408963602029,0.3609555929484809,0.45325201039202145,0.4547826496347937,0.25108344627548324,0.35892949108471534,0.4042978705164997,0.43051426644031127,0.39335615784991357,0.4665221290559967,0.39156138353010217,0.3597386867903834,0.3299376345184427,0.34850029996184617,0.3853502763710811,0.4797639041698485,0.44864997770586185,0.4771869417953194,0.4801305900384877,0.5156844849881402,0.5672268898726465,0.5089320660379925,0.5251132659509963,0.27046109656307843,0.48573649960395204,0.1340105068775552,0.15882860275368987
oan ts M 3,,,,,0.32554679097725253,0.3091267523697553,0.3320526682321149,0.21990936608755113,0.27743654369308657,0.3500259204662114,0.2873709389885193,0.17870961876369856,0.34703897814258106,0.3643323646676599,0.3493682083608939,0.23414091617705285,0.2813827949058756,0.34704885068277497,0.21377510311287157,0.22301039397233546,0.3206544920009841,0.32508298404023267,0.32642433471091625,0.3123036637481305,0.3462859540641455,0.330405208125776,0.3711111071922767,0.3659383074243318,0.30307632293189085,0.33211784875200884,0.28248870622200584,0.2390243536828917,0.07760597149558736,0.25924828822966595,0.29015327633289323,0.33643931032129376,0.3385950443204309,0.3628609933854049,0.32557629003188765,0.3251453891414188,0.2901568095472975,0.2890360069784056,0.33574865963655876,0.2276572483691664,0.2370324437423197,0.2399747829720799,0.11198845308420137,0.24943059965101935,0.23541511306393886,0.27536243622103734,0.25882989064267914,0.16917520164902153,0.20958853831893634,0.17578365760124479,0.23687095630668045,0.11336465565164926,0.18887272850285064,0.2855378949641372,0.27214682850105537,0.32856314889121574,0.19237128740009818,0.20494346139522535,-0.04181993487004514,0.19359096087732616,0.22489660202254108,0.12264308533565017,0.11939268544517778,0.14265625044920377,0.21697604809458448,0.21085874119838863,0.21857863680788886,0.26590781600848556,0.05892159206570592,0.16314294465644222,0.13336051152573414,0.33842099889697297,0.04901355165568791,0.2717129316931042,0.24554555165988196,0.3276217410275373,0.22951834919915579,0.26516496604903866
oan ts M 1,,,,,0.33199244403965755,0.3157217810289548,0.3463475464900126,0.23608208239223596,0.28613527808114103,0.35058991046679244,0.3055292687545865,0.17785904628560506,0.29962085610032363,0.3408882880710975,0.31131676207856374,0.22422500251747102,0.27001554186149973,0.32448415151761356,0.17927617163913098,0.1626697301342609,0.33101876700547256,0.3256423142408967,0.3116223405691372,0.29618216560290317,0.3419689846628296,0.31860179632108815,0.3666108208727691,0.3621781952403104,0.2955979341024452,0.33175521713648704,0.24711556718008412,0.19149288409010023,0.08256958113009685,0.2700228108014955,0.285454415531633,0.32139626133125426,0.36548986691674545,0.36551079854232205,0.3048287099237139,0.31166462911333576,0.2817747742236988,0.2745258022875114,0.30496736449252454,0.16423783319582236,0.22047931496298986,0.21824257830429306,0.08856107826238602,0.24588107153526664,0.27665758000297475,0.25586058169461556,0.23115657441440934,0.1443744964290117,0.19313356273350096,0.12445580625316066,0.1970521671079143,0.06963448445585138,0.1863414678670469,0.23963866600332825,0.22242922589672703,0.3291463124249897,0.16789856280857532,0.18579474995394663,-0.0856393997766194,0.14144953479513506,0.16589984897863333,0.0735668431012298,0.07003637153207427,0.08069898594380821,0.16948904631689315,0.2090064884484747,0.2215707305128976,0.2649965015146508,0.0273856881747883,0.14616858060115595,0.08764676700227086,0.3072887277784541,0.012850048330754225,0.2386663418975205,0.24519083236940595,0.30231305440515543,0.22833101065285413,0.2721821453899552
